iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,140,0.0034006357192993162,0.000663429820806849,0.003199601173400879,0.0006000538431762678,gini,2,auto,5,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 5, 'splitter': 'best'}",0.41666666666666663,0.4928571428571429,0.6818181818181818,0.6309523809523808,0.3957946815089671,0.34920634920634924,0.5,0.4002664002664003,0.3692307692307692,0.4476190476190476,0.4684411620125905,0.10518120551878453,276,0.6183255813953489,0.6937058344934821,0.5508076923076922,0.511992270531401,0.6823412070282658,0.489651529429743,0.6140948413919327,0.6613195446528779,0.4904647272812343,0.5611799675107169,0.5873883196022696,0.0735607846911486
0,140,0.003200793266296387,0.0009805395221216548,0.0032999515533447266,0.0006397323179306966,gini,2,auto,5,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 5, 'splitter': 'random'}",0.4818181818181818,0.4311688311688312,0.22321428571428573,0.42857142857142855,0.4311688311688312,0.4253968253968254,0.3299319727891156,0.48047337278106517,0.34432234432234426,0.14743589743589744,0.3723501971166806,0.10582094519051793,299,0.3975547564563583,0.4432143954355936,0.349687912087912,0.5378595664843719,0.303206611570248,0.2916376518218624,0.37284814814814815,0.5802310593268041,0.46625198490334785,0.40841378927035726,0.4150905875505003,0.08940061791114765
0,140,0.0034010887145996095,0.0008009460928025349,0.0032985448837280274,0.0006407626279415784,gini,2,auto,10,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 10, 'splitter': 'best'}",0.4039115646258503,0.3168831168831169,0.3818181818181818,0.5910518053375197,0.29081632653061223,0.48775510204081635,0.3392857142857143,0.5752913752913753,0.42637362637362636,0.5366633366633367,0.434985014985015,0.10243209149521776,285,0.4570584720443876,0.5425999999999999,0.4327222656861211,0.6292630155510479,0.4873466590519703,0.632506813639392,0.5238738078459009,0.6820939270813957,0.465376778730816,0.5720834058177015,0.5424925145448732,0.08042320694164894
0,140,0.003700733184814453,0.0007812316338119075,0.0032998323440551758,0.00045849529612557546,gini,2,auto,10,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 10, 'splitter': 'random'}",0.35969387755102034,0.4095238095238095,0.21008403361344538,0.631868131868132,0.4547357404500261,0.6408163265306123,0.5693877551020409,0.6483516483516484,0.3384615384615385,0.5076923076923077,0.47706151691445803,0.14103378674492062,272,0.3918547263681592,0.46948217636022516,0.3598061210217809,0.5639270596442275,0.43460952380952383,0.4486482988528287,0.5027352534831987,0.4754239754239754,0.40770484377548516,0.418886999244142,0.44730789779835467,0.05587955173305855
0,140,0.003600764274597168,0.0006636094269908251,0.003099799156188965,0.0007004607546245438,gini,2,auto,20,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 20, 'splitter': 'best'}",0.4039115646258503,0.6857142857142858,0.3818181818181818,0.6309523809523808,0.44341372912801486,0.5224489795918367,0.4857142857142857,0.7948717948717948,0.38754578754578756,0.582051282051282,0.5318442272013699,0.13226317932848433,252,0.46284491978609626,0.5986628492122645,0.49813304543409803,0.511992270531401,0.4619217475688064,0.6396575752435767,0.4631539956381254,0.6346728151075978,0.5398061857270857,0.49363711001642036,0.5304482514265473,0.0663813251687119
0,140,0.0034003496170043946,0.0009163979179192654,0.003099370002746582,0.0005380237359652924,gini,2,auto,20,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 20, 'splitter': 'random'}",0.4039115646258503,0.08035714285714286,0.18796992481203006,0.126984126984127,0.34693877551020413,0.41632653061224495,0.2928571428571428,0.33925049309664695,0.04102564102564103,0.3611111111111111,0.25967324534921415,0.131678538534902,354,0.42879708561020036,0.2059243243243243,0.12250000000000001,0.11027848101265823,0.5199163503163503,0.35122617264485617,0.3832446034083737,0.4414096465653931,0.09715903346476594,0.35547129810828443,0.30159269954552065,0.14664557835863812
0,140,0.003200864791870117,0.0003991868862814704,0.002899432182312012,0.0007000707635659215,gini,2,auto,50,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 50, 'splitter': 'best'}",0.3376623376623377,0.22135007849293564,0.336734693877551,0.4483516483516484,0.15306122448979595,0.2857142857142857,0.19999999999999998,0.2366863905325444,0.14945054945054947,0.5162721893491123,0.28852833979207604,0.1161414726643397,340,0.3169555822328931,0.31409817671809254,0.2687736207989854,0.3129451162790698,0.21070129870129872,0.2608411214953271,0.24753376123234916,0.3270928122125258,0.2649393090569561,0.36751284040941506,0.28913936391369127,0.04385318364732414
0,140,0.002999091148376465,0.0006322987338167642,0.0028009891510009767,0.00040003212894722305,gini,2,auto,50,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 50, 'splitter': 'random'}",0.3168831168831168,0.07563025210084033,0.23809523809523808,0.126984126984127,0.07563025210084033,0.126984126984127,0.19999999999999998,0.21367521367521367,0.04102564102564103,0.37692307692307697,0.17918310447722213,0.10446981191886204,366,0.29169686827635666,0.12879503105590062,0.23362428842504745,0.11027848101265823,0.08737662337662339,0.11027848101265823,0.24583734015345268,0.1597756867217945,0.09715903346476594,0.16666666666666666,0.16314885001659243,0.06724532921773677
0,140,0.0034003496170043946,0.001019683927516559,0.0031000614166259766,0.00029988768442267867,gini,2,auto,100,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 100, 'splitter': 'best'}",0.18796992481203006,0.07563025210084033,0.18796992481203006,0.126984126984127,0.07563025210084033,0.126984126984127,0.07563025210084033,0.21367521367521367,0.04102564102564103,0.37692307692307697,0.1488422791518767,0.0937795781738504,383,0.12250000000000001,0.12879503105590062,0.12250000000000001,0.11027848101265823,0.08737662337662339,0.11027848101265823,0.08737662337662339,0.1597756867217945,0.09715903346476594,0.16666666666666666,0.11927066266876911,0.025852874682600828
0,140,0.00320131778717041,0.0003995575591892505,0.0028996944427490236,0.0005389052708287031,gini,2,auto,100,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 100, 'splitter': 'random'}",0.18796992481203006,0.07563025210084033,0.18796992481203006,0.126984126984127,0.07563025210084033,0.126984126984127,0.07563025210084033,0.21367521367521367,0.04102564102564103,0.37692307692307697,0.1488422791518767,0.0937795781738504,383,0.12250000000000001,0.12879503105590062,0.12250000000000001,0.11027848101265823,0.08737662337662339,0.11027848101265823,0.08737662337662339,0.1597756867217945,0.09715903346476594,0.16666666666666666,0.11927066266876911,0.025852874682600828
0,140,0.0036009073257446287,0.0004897020348518043,0.00319976806640625,0.0005994865403129701,gini,2,log2,5,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 5, 'splitter': 'best'}",0.46598639455782326,0.42142857142857143,0.3818181818181818,0.7339089481946626,0.41666666666666663,0.4435374149659864,0.42653061224489797,0.5958041958041957,0.29650349650349656,0.5705128205128205,0.4752697302697303,0.11873770173952647,274,0.6531675070028011,0.6704482983682984,0.4327222656861211,0.7417397674788979,0.6076089422918282,0.6313303986754897,0.5556012756426251,0.6339721982579126,0.4904647272812343,0.6054561885264899,0.6022511569211698,0.0848549729697763
0,140,0.003700447082519531,0.0012685034400723807,0.003500699996948242,0.0006700628677663088,gini,2,log2,5,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 5, 'splitter': 'random'}",0.4107142857142857,0.42142857142857143,0.2815126050420168,0.3061224489795919,0.41326530612244905,0.4458874458874459,0.42653061224489797,0.37728937728937734,0.4461538461538461,0.5737179487179488,0.41026224475804307,0.07627743787960438,290,0.4778996425261485,0.5134429168433167,0.548568697729988,0.43020452030978346,0.2277305336832896,0.3706825396825397,0.5160103896103897,0.4266030903961939,0.37911373895352535,0.45990571667263397,0.4350161786407809,0.08853736003810775
0,140,0.0033002138137817384,0.0004577220889168857,0.003299307823181152,0.000457534994311897,gini,2,log2,10,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 10, 'splitter': 'best'}",0.4039115646258503,0.5928571428571429,0.8246753246753247,0.6309523809523808,0.3957946815089671,0.34285714285714286,0.6244897959183674,0.44688644688644685,0.29650349650349656,0.5705128205128205,0.5129440797297941,0.15459521547538685,261,0.4570584720443876,0.7087554379021134,0.5464218181818182,0.511992270531401,0.6823412070282658,0.48809380413057957,0.6150860225945335,0.6546209533551305,0.4904647272812343,0.543614376474417,0.569844908952388,0.08454237678333527
0,140,0.0038999319076538086,0.0010443874478091306,0.0035004377365112304,0.0009225487643578808,gini,2,log2,10,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 10, 'splitter': 'random'}",0.4175824175824176,0.4255102040816327,0.29464285714285715,0.30272108843537415,0.38928571428571423,0.2712842712842713,0.43809523809523804,0.38205128205128197,0.4397435897435897,0.48776223776223776,0.3848678900464615,0.06853548006073511,294,0.3717811992263056,0.5588313043753746,0.4961101339760711,0.5066177271435582,0.4528888888888889,0.2624598930481284,0.43712273274698005,0.47247992559996366,0.41184239489324237,0.5237095873045897,0.4493843787203103,0.08125901164955644
0,140,0.0033998727798461915,0.0009165040685238891,0.003799700736999512,0.0007481763013303525,gini,2,log2,20,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 20, 'splitter': 'best'}",0.40119047619047615,0.4928571428571429,0.3818181818181818,0.7329931972789117,0.44341372912801486,0.5238095238095238,0.43673469387755104,0.7948717948717948,0.3692307692307692,0.5476190476190476,0.5124538556681413,0.13805979450138472,263,0.46284491978609626,0.6937172142943354,0.4222374541003672,0.7297723571114876,0.4619217475688064,0.6396575752435767,0.5372145748987854,0.7003772158758682,0.4904647272812343,0.5407304643185042,0.5678938250479063,0.10765385777958746
0,140,0.0036005496978759764,0.0009152694291673906,0.0031990289688110353,0.00074787482569096,gini,2,log2,20,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 20, 'splitter': 'random'}",0.41598639455782305,0.31318681318681324,0.18796992481203006,0.4444444444444445,0.4594155844155844,0.26666666666666666,0.2126623376623376,0.6202686202686203,0.04102564102564103,0.6820512820512821,0.3643677709091243,0.18851121147141178,301,0.3908903670854891,0.40767084078711985,0.24846153846153848,0.40453144016227177,0.31220438153016516,0.2560297674418605,0.2170884932234919,0.6169188437816819,0.09715903346476594,0.577973631634357,0.3528928337572742,0.15273132701731654
0,140,0.004000377655029297,0.000773802723541595,0.003300333023071289,0.0004591016933745612,gini,2,log2,50,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 50, 'splitter': 'best'}",0.3650793650793651,0.22135007849293564,0.3818181818181818,0.38636363636363635,0.15306122448979595,0.3059163059163059,0.2126623376623376,0.3205128205128205,0.14945054945054947,0.5162721893491123,0.301248668913504,0.11120785996158748,327,0.3169555822328931,0.31409817671809254,0.27774317492416584,0.30465147484094846,0.21070129870129872,0.28342771084337354,0.24965773195876292,0.362388580624262,0.27192377523747185,0.36751284040941506,0.2959060346490684,0.0456699935359875
0,140,0.003200197219848633,0.0007497297097247081,0.003600454330444336,0.0006631366850150003,gini,2,log2,50,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 50, 'splitter': 'random'}",0.18796992481203006,0.07563025210084033,0.18796992481203006,0.126984126984127,0.07563025210084033,0.126984126984127,0.2126623376623376,0.21367521367521367,0.14529914529914528,0.37692307692307697,0.17297283813537684,0.0832011895107895,372,0.12250000000000001,0.12879503105590062,0.12250000000000001,0.11027848101265823,0.08737662337662339,0.11027848101265823,0.25120122887864826,0.1597756867217945,0.2604288914968527,0.16666666666666666,0.15198010902218026,0.05640017594298131
0,140,0.0037016868591308594,0.0013464640188359954,0.003699994087219238,0.0009007378281138935,gini,2,log2,100,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 100, 'splitter': 'best'}",0.18796992481203006,0.07563025210084033,0.18796992481203006,0.126984126984127,0.07563025210084033,0.126984126984127,0.07563025210084033,0.21367521367521367,0.04102564102564103,0.37692307692307697,0.1488422791518767,0.0937795781738504,383,0.12250000000000001,0.12879503105590062,0.12250000000000001,0.11027848101265823,0.08737662337662339,0.11027848101265823,0.08737662337662339,0.1597756867217945,0.09715903346476594,0.16666666666666666,0.11927066266876911,0.025852874682600828
0,140,0.003401017189025879,0.0006635936177724446,0.003299903869628906,0.000458446142955635,gini,2,log2,100,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 100, 'splitter': 'random'}",0.18796992481203006,0.07563025210084033,0.18796992481203006,0.126984126984127,0.07563025210084033,0.126984126984127,0.07563025210084033,0.21367521367521367,0.04102564102564103,0.37692307692307697,0.1488422791518767,0.0937795781738504,383,0.12250000000000001,0.12879503105590062,0.12250000000000001,0.11027848101265823,0.08737662337662339,0.11027848101265823,0.08737662337662339,0.1597756867217945,0.09715903346476594,0.16666666666666666,0.11927066266876911,0.025852874682600828
0,140,0.0037992715835571287,0.001249487451851431,0.003200125694274902,0.0007480558894849739,gini,3,sqrt,5,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'splitter': 'best'}",0.4685374149659864,0.5619047619047619,0.8246753246753247,0.7838589981447124,0.6238095238095239,0.6816326530612246,0.6619047619047619,0.8974358974358974,0.5692307692307692,0.6428904428904428,0.6715880548023405,0.1241312720451905,183,0.7637952514339068,0.817925814536341,0.7786142846142846,0.8743652457043762,0.7367418370166093,0.7808138121500157,0.7952115174916797,0.6781166001754236,0.6311522567131449,0.7418376535329687,0.7598574273368751,0.06530391450901436
0,140,0.0036991357803344725,0.0010994117069894223,0.0033998012542724608,0.0004897778131277235,gini,3,sqrt,5,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'splitter': 'random'}",0.3461538461538462,0.36224489795918363,0.5408163265306122,0.6818181818181818,0.42142857142857143,0.7023809523809524,0.38461538461538464,0.6025641025641024,0.5824175824175823,0.6485671191553545,0.5273006965023771,0.13028623154800206,253,0.29433481481481477,0.44956004459308796,0.6266492944936803,0.6048953895071543,0.549617087414676,0.4891770660483865,0.38485925925925923,0.6543961505197612,0.5041439606145488,0.5524386463293387,0.5110071713594708,0.10635572509078065
0,140,0.003800797462463379,0.00040044987888210553,0.0030995845794677735,0.0005382955438296533,gini,3,sqrt,10,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'splitter': 'best'}",0.4875283446712019,0.5025974025974026,0.3818181818181818,0.73147804576376,0.683673469387755,0.6816326530612246,0.6952380952380953,0.7948717948717948,0.6512820512820512,0.7641025641025642,0.6374222602794031,0.12778599961146925,200,0.6490174989329919,0.7441517615176152,0.6759747166521359,0.8328552688425436,0.7266851786303508,0.7494484693482136,0.869204210949578,0.7313262934601592,0.6311522567131449,0.7209780234571648,0.7330793678503899,0.0705568034662922
0,140,0.003000187873840332,0.000774572194500422,0.003200340270996094,0.0007485422439178013,gini,3,sqrt,10,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'splitter': 'random'}",0.5773809523809524,0.3954545454545455,0.7317460317460318,0.38095238095238093,0.2571428571428572,0.4571428571428572,0.21428571428571427,0.7159507159507158,0.5677655677655677,0.6245421245421245,0.49223637473637466,0.17128338745704969,268,0.5545822303323139,0.6212380133582219,0.5902594822913746,0.5092832004918428,0.5085609431902914,0.4095296187683285,0.3655634167385677,0.49863000755857895,0.542865686347364,0.577283664002633,0.5177796263079516,0.07542755451689007
0,140,0.0033010005950927734,0.0006405068353332716,0.0029998064041137696,0.00044675844485590505,gini,3,sqrt,20,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'splitter': 'best'}",0.4642857142857143,0.5142857142857143,0.638961038961039,0.6853741496598639,0.6693877551020408,0.5170068027210885,0.4741496598639456,0.47435897435897434,0.6512820512820512,0.6333333333333334,0.5722425193853765,0.08598529147056375,240,0.7339057133342847,0.5247705290021916,0.5281910435148038,0.6255263878641028,0.5713560600359546,0.6332267771035526,0.5462345615431434,0.5791841856691413,0.6311522567131449,0.5992388935742066,0.5972786408354527,0.05961865061825146
0,140,0.0030000686645507814,0.0006331661318739408,0.0032999515533447266,0.0007805304023495601,gini,3,sqrt,20,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'splitter': 'random'}",0.5057720057720058,0.07563025210084033,0.22321428571428573,0.27976190476190477,0.07563025210084033,0.2574568288854003,0.39642857142857135,0.3794871794871795,0.3443223443223443,0.5333333333333333,0.3071036957906706,0.14921870007884738,320,0.4510169468077747,0.12879503105590062,0.25320517358747446,0.4400143949617634,0.08737662337662339,0.26565517241379316,0.42714532828089263,0.24146647003789862,0.3375433071173436,0.4888981834329915,0.31211166310724564,0.1324826487028657
0,140,0.003200936317443848,0.0006006417332641389,0.003200125694274902,0.0004002124415440566,gini,3,sqrt,50,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 50, 'splitter': 'best'}",0.3376623376623377,0.22135007849293564,0.3818181818181818,0.38636363636363635,0.10714285714285714,0.3059163059163059,0.2126623376623376,0.3205128205128205,0.1585081585081585,0.5162721893491123,0.29482089034286835,0.11556818204599481,331,0.3169555822328931,0.31409817671809254,0.27774317492416584,0.30465147484094846,0.21763144963144965,0.28342771084337354,0.25216303511920024,0.362388580624262,0.26451107191847933,0.36751284040941506,0.2961083097262279,0.04461970080576534
0,140,0.003400254249572754,0.0006644873883479651,0.0030994176864624023,0.0007006149595243656,gini,3,sqrt,50,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 50, 'splitter': 'random'}",0.18796992481203006,0.07563025210084033,0.18796992481203006,0.126984126984127,0.20612244897959184,0.126984126984127,0.07563025210084033,0.21367521367521367,0.04102564102564103,0.37692307692307697,0.16189149883975185,0.09174109680541165,380,0.12250000000000001,0.12879503105590062,0.12250000000000001,0.11027848101265823,0.21429677419354837,0.11027848101265823,0.08737662337662339,0.1597756867217945,0.09715903346476594,0.16666666666666666,0.1319626777504616,0.03617398368213596
0,140,0.0032995462417602537,0.0006408176058139664,0.003400731086730957,0.0004891165145971618,gini,3,sqrt,100,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 100, 'splitter': 'best'}",0.18796992481203006,0.07563025210084033,0.18796992481203006,0.126984126984127,0.07563025210084033,0.126984126984127,0.07563025210084033,0.21367521367521367,0.04102564102564103,0.37692307692307697,0.1488422791518767,0.0937795781738504,383,0.12250000000000001,0.12879503105590062,0.12250000000000001,0.11027848101265823,0.08737662337662339,0.11027848101265823,0.08737662337662339,0.1597756867217945,0.09715903346476594,0.16666666666666666,0.11927066266876911,0.025852874682600828
0,140,0.0034005403518676757,0.0006626244554032158,0.0032028913497924804,0.0006051673686489106,gini,3,sqrt,100,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 100, 'splitter': 'random'}",0.18796992481203006,0.07563025210084033,0.18796992481203006,0.126984126984127,0.07563025210084033,0.126984126984127,0.07563025210084033,0.21367521367521367,0.04102564102564103,0.37692307692307697,0.1488422791518767,0.0937795781738504,383,0.12250000000000001,0.12879503105590062,0.12250000000000001,0.11027848101265823,0.08737662337662339,0.11027848101265823,0.08737662337662339,0.1597756867217945,0.09715903346476594,0.16666666666666666,0.11927066266876911,0.025852874682600828
