mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_splitter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
0.005301094055175782,0.0010040487242787845,0.003498363494873047,0.0005016355437389784,gini,2,auto,5,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 5, 'splitter': 'random'}",0.4107749120360669,0.29763463486272934,0.37111611357938334,0.26170153980565336,0.2843320947704294,0.39429783641610466,0.29731661954203087,0.30794422471944755,0.186327680633333,0.14648665364910413,0.2957932310014283,0.08019950176953435,287
0.01042177677154541,0.0011937816457567726,0.0038784265518188475,0.0007322666617957955,gini,2,auto,10,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 10, 'splitter': 'best'}",0.5090462394220903,0.5548386415949889,0.54632150958858,0.520042899457729,0.40472601733028246,0.5409040651384956,0.5143424551164165,0.5776476170233773,0.3968705097795059,0.39941138431498147,0.4964151338766446,0.06576236963722182,226
0.0053997993469238285,0.0014285808696305388,0.0038004636764526365,0.0005991322182447782,gini,2,auto,10,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 10, 'splitter': 'random'}",0.15498952557575296,0.25245416456604597,0.18036868403314996,0.3985916137462809,0.4128332795000908,0.23740400179071694,0.20297371080499033,0.24646306032738208,0.24958407057468404,0.34180878621040894,0.26774708971295025,0.08374828547755511,295
0.010999131202697753,0.0012648771784853974,0.003300023078918457,0.0004576417647647659,gini,2,auto,20,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 20, 'splitter': 'best'}",0.5234011940861661,0.5551268529448977,0.3913654302213822,0.5173263713518004,0.3943036444043816,0.469669085866707,0.40524322432407617,0.5057493012991678,0.47914000361868014,0.5820113640958794,0.48233364722131383,0.06389980181553061,236
0.005899596214294434,0.0005387928839658335,0.00350041389465332,0.0006708800896223103,gini,2,auto,20,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 20, 'splitter': 'random'}",0.14383914829212416,0.10747252420814064,0.3209903796376279,0.1312306911002076,0.2795034970825385,0.3133848886979603,0.24697806046113377,0.31741053470739167,0.4091303965484058,0.3489956084531484,0.26189357291886783,0.09689140628710699,300
0.009900236129760742,0.0007007004346504866,0.004000043869018555,0.0006317346564848042,gini,2,auto,50,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 50, 'splitter': 'best'}",0.49488766539097456,0.5671654362415204,0.4835601372562112,0.49830709290522507,0.5576503530100855,0.47085455636250095,0.510602910615818,0.5315840052911899,0.5097826296761396,0.49662783862504595,0.5121022625374712,0.029556525055171874,213
0.005400800704956054,0.0004893782124188431,0.003999590873718262,0.000894845659152618,gini,2,auto,50,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 50, 'splitter': 'random'}",0.41028761397266816,0.34458661328817225,0.3364087412492526,0.24078176670544263,0.27507970718254404,0.22131229098011743,0.4468071984192047,0.27513569244032154,0.3481324482495443,0.34353186070074304,0.3242063933188011,0.06805831618011086,281
0.011298704147338866,0.001734055174246317,0.0035009860992431642,0.0009221734325220587,gini,2,auto,100,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 100, 'splitter': 'best'}",0.48607789349641606,0.5204292616402447,0.48180945244512546,0.49620232140842135,0.4023967493229714,0.4643326420475048,0.522408403487869,0.38479927729666275,0.5549832109822725,0.499387049288337,0.4812826261415825,0.05004850102142197,237
0.005300474166870117,0.0007819229225359937,0.0037996768951416016,0.0006003015933624509,gini,2,auto,100,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'auto', 'min_samples_leaf': 100, 'splitter': 'random'}",0.340577710569221,0.28400633029908123,0.28496045145371196,0.36778374037086686,0.31058551674047385,0.4673323632688069,0.19625621915345973,0.3465229038795998,0.3089576495612844,0.2455957445402004,0.3152578629836706,0.06962365677390718,284
0.013100242614746094,0.001445497972191259,0.0040997743606567385,0.0008310321567116345,gini,2,log2,5,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 5, 'splitter': 'best'}",0.5732634701149837,0.5670270889589065,0.5463901479409958,0.502616735518792,0.4926068030392276,0.3983519678994049,0.5135123836915118,0.3856518571685219,0.5064771307475913,0.5820113640958794,0.5067908949175816,0.06478485813628686,217
0.005399680137634278,0.0009157183036359961,0.003499937057495117,0.0004997751592418222,gini,2,log2,5,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 5, 'splitter': 'random'}",0.3267156348373557,0.41877575558345453,0.17553110408304531,0.24974170005624993,0.30759866120595153,0.3268837358993,0.2540790538362118,0.38503783682603626,0.43046495020831116,0.41082539115865163,0.3285653823694568,0.08006497972213124,278
0.013299560546875,0.0014178515007790581,0.003427267074584961,0.0005270091338099428,gini,2,log2,10,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 10, 'splitter': 'best'}",0.4126483415424947,0.40916115471455644,0.5683085002044606,0.5018232088733839,0.5111975265716329,0.4622848612798137,0.5210503956165332,0.511758598165178,0.5098573945042205,0.5670311067588293,0.4975121088231103,0.05216227074229145,223
0.00549929141998291,0.001023726591516254,0.0034006357192993162,0.0006637171416787501,gini,2,log2,10,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 10, 'splitter': 'random'}",0.27656945628070834,0.3105697687837392,0.30339284487331686,0.2986507789237726,0.4865623108550801,0.32049132429298244,0.4267390315456209,0.23855457743814182,0.2982146786935616,0.24220588020170722,0.3201950651888631,0.07416380217759033,282
0.013298773765563964,0.0013455552335746833,0.003400707244873047,0.0004888450056805281,gini,2,log2,20,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 20, 'splitter': 'best'}",0.4121857242166006,0.5540374150219713,0.5618078708294857,0.5558960632581218,0.5492655578757433,0.4945266959879333,0.5554051567826664,0.5423480490218505,0.5062737103101529,0.5401133278751767,0.5271859571179702,0.0437650417703578,207
0.005399560928344727,0.0007994901002382858,0.003600931167602539,0.000663745952993856,gini,2,log2,20,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 20, 'splitter': 'random'}",0.25046564776699015,0.30802404780509707,0.4613617419321189,0.3502958605597475,0.4673285551540552,0.41533574138482676,0.25132088696727617,0.47010830037451334,0.3807058766276944,0.32458265717705415,0.36795293157493736,0.08039572607774206,270
0.012198996543884278,0.0007482468234589104,0.003301572799682617,0.00045782138291796607,gini,2,log2,50,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 50, 'splitter': 'best'}",0.5536877264778313,0.5411940428628528,0.5705646657530193,0.49806022971572894,0.3947760555588409,0.4453704246800612,0.48892826721701693,0.5205577530257421,0.5097826296761396,0.39941138431498147,0.4922333179282215,0.05811599203986992,232
0.005200481414794922,0.0005991965612864897,0.003600883483886719,0.0004909113322499464,gini,2,log2,50,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 50, 'splitter': 'random'}",0.41352068880495796,0.31200120270723425,0.2790975797104739,0.3683623612959443,0.36296879711060825,0.35298406311301883,0.379242377945258,0.45596942362327775,0.3447560790061304,0.4648051447133568,0.373370771803026,0.055543348812151755,268
0.012300634384155273,0.0008992709956176622,0.0034006118774414064,0.0004903338176386676,gini,2,log2,100,best,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 100, 'splitter': 'best'}",0.3923459096601184,0.40916115471455644,0.5685362478419133,0.554767792195689,0.40470653399584566,0.5013246720895647,0.5669957241408529,0.5508820414456693,0.4713422772348538,0.3913815223164644,0.4811443875635528,0.07263727244937132,239
0.00489962100982666,0.0002989482685310829,0.003500485420227051,0.0005000840517834855,gini,2,log2,100,random,"{'criterion': 'gini', 'max_depth': 2, 'max_features': 'log2', 'min_samples_leaf': 100, 'splitter': 'random'}",0.3549300342308899,0.22802030837347856,0.4076419286762585,0.5302483634906455,0.20022859947959082,0.19914114649007555,0.28104136693850695,0.3792093242737847,0.3679017461879402,0.37201084910476967,0.33203736672459405,0.09954503841821115,277
0.012599754333496093,0.0007998908635503402,0.003438520431518555,0.0004714781722275499,gini,3,sqrt,5,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'splitter': 'best'}",0.7110150498378933,0.7373687499003441,0.7173789233022584,0.7435600701452675,0.7232372491257798,0.7355818448996667,0.6845208391515938,0.6023562885026926,0.6913236449402743,0.70299175497754,0.704933441478331,0.038907632945164826,159
0.004700136184692383,0.00045853959821281863,0.0035001039505004883,0.000499131231393059,gini,3,sqrt,5,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'splitter': 'random'}",0.47482770231629223,0.4569197947275419,0.4243546577247544,0.503754188135698,0.45137713658764467,0.22588057870785072,0.39380298549876774,0.43139545734686385,0.2508751684488597,0.2574271883838175,0.3870614857878091,0.09750362056727091,264
0.01255943775177002,0.0008628582250137455,0.0036013126373291016,0.0006628976470517114,gini,3,sqrt,10,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'splitter': 'best'}",0.7355179373823105,0.6354716588457743,0.7161393496259809,0.7771883292636084,0.7523299959868882,0.715105991850248,0.7911978404519534,0.7157719099833377,0.6635860535683046,0.6898623494896425,0.7192171416448049,0.04572978056900372,148
0.005400800704956054,0.0006625624705006944,0.003501009941101074,0.0006718350690219948,gini,3,sqrt,10,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 10, 'splitter': 'random'}",0.2813852537290438,0.5819864690636402,0.5723264376410395,0.43781824721732715,0.6047370342755594,0.42906771023032514,0.26353199787353293,0.4802707801485109,0.5258317964739687,0.3953207740639419,0.45722765007168886,0.11368805981799163,246
0.013201189041137696,0.001886510921314644,0.0038981914520263674,0.00030036526338929646,gini,3,sqrt,20,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'splitter': 'best'}",0.7187889647606207,0.681188525674398,0.7041288548506961,0.7275217950693206,0.7123446502543911,0.7032767202023913,0.6573490505659767,0.725916589466182,0.7401979273702117,0.7067345678747613,0.707744764608895,0.022796288672749597,157
0.005199694633483886,0.0007478147811109092,0.003299975395202637,0.0006418444994179607,gini,3,sqrt,20,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 20, 'splitter': 'random'}",0.3640397534699659,0.45164221873328847,0.45652382598318964,0.5168601785107111,0.45871330830986,0.26544482786027457,0.3653567110032093,0.3043172573033382,0.4225812179323154,0.5153033245538733,0.4120782623660026,0.08066282774295976,256
0.013499999046325683,0.002060962159107648,0.0034999847412109375,0.000499311691810722,gini,3,sqrt,50,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 50, 'splitter': 'best'}",0.7927630927501257,0.695422961920665,0.7232208190922366,0.6912735590438852,0.8022320559494271,0.6984308514161871,0.7026812427861351,0.6541567243041814,0.712176966507835,0.7231914829507071,0.7195549756721386,0.043204283358199036,147
0.0052002668380737305,0.0007498950672879291,0.0036995649337768556,0.0006406011603881373,gini,3,sqrt,50,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 50, 'splitter': 'random'}",0.45153160436004475,0.45135981439193734,0.10747252420814064,0.10747252420814064,0.28637091534067727,0.30313418699941697,0.42513117167749226,0.6597195632100292,0.3070210372801576,0.3700521237257781,0.3469265465401815,0.1575412374781785,274
0.012498021125793457,0.0005001829988467936,0.003602004051208496,0.0004895775420918515,gini,3,sqrt,100,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 100, 'splitter': 'best'}",0.6662018540223238,0.6617426048498052,0.7475285300020276,0.7049225972145501,0.6976008608942118,0.6144645032244648,0.655832794681578,0.6719992954660873,0.7369046314193625,0.715794729431448,0.6872992401205857,0.03865789301382672,170
0.005201315879821778,0.0008711424257288334,0.0032991647720336916,0.00045789641017933853,gini,3,sqrt,100,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'sqrt', 'min_samples_leaf': 100, 'splitter': 'random'}",0.4254237159580762,0.39128226559294016,0.4195172627314001,0.46355115661846724,0.5382263329535871,0.5634044704406663,0.10825085158873023,0.5619259118042985,0.2528034892603976,0.5602802025922018,0.42846656595407656,0.14196487108339823,254
0.012598514556884766,0.0009163834684161165,0.0036017656326293944,0.0004899621118591612,gini,3,auto,5,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 5, 'splitter': 'best'}",0.7186467720124798,0.7402506482183279,0.7161528410405877,0.739552856640576,0.7437758381319058,0.7694456982110197,0.6875658505843449,0.6674579372143561,0.7659943555901764,0.7191301976137923,0.7267972995257566,0.030473019654392818,140
0.005399632453918457,0.000663910463513756,0.003499460220336914,0.000500063731558931,gini,3,auto,5,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 5, 'splitter': 'random'}",0.4788106127612591,0.23950708833202,0.35980434524347726,0.5044165414642519,0.10747252420814064,0.504252164986017,0.34205206505227576,0.24449058940603421,0.5177465335487567,0.4868674936264229,0.3785419958628656,0.13611587648534676,267
0.012797403335571288,0.0014706436385865734,0.0034017562866210938,0.0004897875411470908,gini,3,auto,10,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 10, 'splitter': 'best'}",0.7559464003049984,0.750678948979028,0.7214085381196051,0.712475696741254,0.6955431078945188,0.7963556944085117,0.7163294219391922,0.7570319350705371,0.7145222650849421,0.7078569141518749,0.7328148922694462,0.029394481111056435,136
0.005398964881896973,0.0006630293325547338,0.003400874137878418,0.0006628562032495876,gini,3,auto,10,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 10, 'splitter': 'random'}",0.4271678312635151,0.4601866345908195,0.626036784601329,0.46765392044521065,0.36796622654867644,0.5497081838108611,0.34017699570490667,0.10767507002801122,0.31943606730819446,0.3953723137912043,0.40613800280927287,0.13365506888872297,259
0.01309983730316162,0.001700013751732275,0.0036000967025756835,0.0004903026627377981,gini,3,auto,20,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 20, 'splitter': 'best'}",0.6990348351743305,0.7060466629614838,0.6751989354958429,0.7113411907053331,0.791892254410391,0.5847095123283015,0.7038241609167805,0.576727765743227,0.6721492893174594,0.6988605978861657,0.6819785204939315,0.059377759374755756,172
0.005200338363647461,0.0007486649737801994,0.0033995389938354494,0.000664305897448337,gini,3,auto,20,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 20, 'splitter': 'random'}",0.4828488228504063,0.49056188073178275,0.19993367042004712,0.3886079272065435,0.4508590242828848,0.45678190821062825,0.39403959242438197,0.23177294180395352,0.5159478536427236,0.2449210131367875,0.38562746347101384,0.11171217083667145,265
0.013198661804199218,0.0009803420009028322,0.0033015966415405273,0.00045833014230339954,gini,3,auto,50,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 50, 'splitter': 'best'}",0.708633410513607,0.6446015167625032,0.6397096668965114,0.6209657222909782,0.7008421580516285,0.7051797305849723,0.6541396999470165,0.7242103140822364,0.7025497382652678,0.7388553245191458,0.6839687281913867,0.038324841760336334,171
0.005300974845886231,0.000640897793232211,0.0039003849029541015,0.0008325207689522013,gini,3,auto,50,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 50, 'splitter': 'random'}",0.38897122329253814,0.5628841540709983,0.2954632210829579,0.4804975106988362,0.46864316684592316,0.5070715726742455,0.5036465125917449,0.5155524451418093,0.10767507002801122,0.4507285986934322,0.4281133475120497,0.1282402021378621,255
0.012699270248413086,0.0007818973865851013,0.004001617431640625,0.0014135058661916386,gini,3,auto,100,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 100, 'splitter': 'best'}",0.6433897700838042,0.5515109007753017,0.7451533801974838,0.7157761197783432,0.6955573946087547,0.725661800531469,0.5827111349774846,0.6387392423165166,0.5952773890900732,0.7172661563429013,0.6611043288702133,0.0647035397191944,178
0.00559999942779541,0.0016232212899854632,0.003799748420715332,0.0005988951135267154,gini,3,auto,100,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'auto', 'min_samples_leaf': 100, 'splitter': 'random'}",0.5180744473430202,0.4378461946315538,0.6067216480505998,0.10747252420814064,0.3875835698958529,0.5268918732118546,0.4146606981379643,0.19149777305364588,0.14754951723399481,0.3915021820465882,0.3729800427813215,0.1612844014907686,269
0.01620006561279297,0.0009792549613664623,0.0036003589630126953,0.000489251899145901,gini,3,log2,5,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'splitter': 'best'}",0.7856459529475183,0.6796281402867432,0.7172907077348214,0.7073654175293649,0.7530039340908116,0.7019467993413532,0.7284416945341617,0.7167659789915789,0.7709447215500504,0.7180498561349775,0.7279083203141382,0.030946570674081925,138
0.005499792098999023,0.0008081805072999925,0.0035999536514282225,0.000663911182713838,gini,3,log2,5,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 5, 'splitter': 'random'}",0.40648569425403963,0.47085091643078053,0.5479988476642677,0.27171829179291385,0.45579573096769144,0.5092856267319685,0.5592949091255832,0.5255052406608248,0.4578151264528516,0.2626704937152501,0.44674208777961716,0.09997923380072134,251
0.016299009323120117,0.0014856113472415942,0.003501009941101074,0.0004987985862858387,gini,3,log2,10,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'splitter': 'best'}",0.6808652754677343,0.7495633543574565,0.7465689465981352,0.7239005964371918,0.6699296841819603,0.7532440072042923,0.6803813942961017,0.7119965957836539,0.7658220186031114,0.7696087011684983,0.7251880574098135,0.035586587814349036,141
0.0046997547149658205,0.0004590679229822853,0.0035002708435058595,0.0004988231185648294,gini,3,log2,10,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 10, 'splitter': 'random'}",0.4924879171176455,0.6741775320320591,0.4071582954645222,0.5959592125878476,0.37019181988354727,0.5236258952075574,0.26124557154450057,0.6352132139992906,0.5495508141344266,0.4162659238559614,0.49258761958273584,0.12240664948717242,231
0.01699967384338379,0.0014848206259825579,0.003499341011047363,0.0005002294071385251,gini,3,log2,20,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 20, 'splitter': 'best'}",0.7472798807308982,0.6882805252826646,0.7648353893099465,0.7138803936225346,0.7444518712975532,0.7393485751350762,0.6600758941861089,0.6822556446662446,0.7720042697488384,0.71763709354638,0.7230049537526246,0.03522144914843041,144
0.0050007343292236325,0.000633278750028456,0.00369877815246582,0.0006412746591869395,gini,3,log2,20,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 20, 'splitter': 'random'}",0.5355658048798442,0.7032118261762614,0.5574440136024902,0.6482113648972284,0.43584016183150176,0.37780381019536846,0.40578605387179956,0.535650269767541,0.3838182126684008,0.4839125139229541,0.5067244031813389,0.10503658320253001,218
0.017398929595947264,0.001428264351828637,0.0037996053695678713,0.001165943645657052,gini,3,log2,50,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 50, 'splitter': 'best'}",0.7482265316841273,0.7576450071712422,0.7916599225581556,0.7440195730542812,0.7862538509380212,0.6859593232074652,0.7527433440885052,0.6947083091662134,0.7503382449283448,0.6737999505056155,0.7385354057301972,0.038477715261324624,132
0.005499100685119629,0.0010239368934308807,0.003599715232849121,0.0006647402960951308,gini,3,log2,50,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 50, 'splitter': 'random'}",0.40158647145856985,0.33663946021293056,0.4366774000872956,0.4102286787907644,0.4621959453202419,0.6715170377211602,0.5448898066236945,0.5410276515480965,0.5724938173939408,0.5042979061821077,0.48815541753388014,0.09319711275566407,233
0.016398072242736816,0.0008004035639890478,0.003301262855529785,0.00045812910427182646,gini,3,log2,100,best,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 100, 'splitter': 'best'}",0.7138953568735055,0.7616982656679872,0.7929302066597035,0.7103449948519479,0.6915880770825111,0.7279078078162033,0.7009543180515149,0.7558900150410757,0.71792158607843,0.7093158851487634,0.7282446513271641,0.030244628487771787,137
0.00550076961517334,0.0009224981087617263,0.003599238395690918,0.0004904320944466231,gini,3,log2,100,random,"{'criterion': 'gini', 'max_depth': 3, 'max_features': 'log2', 'min_samples_leaf': 100, 'splitter': 'random'}",0.6715570516302538,0.5440875815296483,0.4820949631739694,0.6205287428057954,0.3940487299400018,0.5377786732914611,0.41745031128323684,0.3897145976856559,0.4926033743392554,0.41486732321570446,0.4964731348894982,0.09221248332069508,225
0.01719975471496582,0.0008720913621051662,0.0034006834030151367,0.0004897893081162731,gini,5,sqrt,5,best,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'splitter': 'best'}",0.8871804087576994,0.8528625108340303,0.8852862098126073,0.8643539168816531,0.8643735868845152,0.8361674715156516,0.8263527865153348,0.8528555761158746,0.8433459389385316,0.8125669238251937,0.8525345330081093,0.022777807853294082,78
0.0056989192962646484,0.00045685647188517693,0.003600621223449707,0.0004895651300876587,gini,5,sqrt,5,random,"{'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'min_samples_leaf': 5, 'splitter': 'random'}",0.48613953698323714,0.6031163822977703,0.647022932036082,0.6131317735778755,0.5173171598025459,0.585177709213403,0.6541631662602543,0.4138624276824477,0.6451022196439853,0.6099244565594456,0.5774957764057047,0.07553993481958428,198
