mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_class_weight,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
2.1474153280258177,0.17459595035798192,0.13750672340393066,0.009256277913856418,False,balanced,20,auto,1,2,400,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 2), ('n_estimators', 400)])",0.9263285069379037,0.8961033821796369,0.9098055106071214,0.902606337054164,0.9063774121308044,0.8883206646013365,0.9082075819236857,0.8913283710835059,0.9075715255300647,0.8935480386341977,0.9030197330682421,0.01067109495481773,20
1.5844797849655152,0.0566697089286058,0.12834222316741944,0.015578448880158146,True,balanced_subsample,30,auto,1,10,400,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced_subsample'), ('max_depth', 30), ('max_features', 'auto'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 400)])",0.9285560948530052,0.9022047690299838,0.9211142848412489,0.9111887106746105,0.9094939544657122,0.895667116203802,0.9103496443911171,0.9035761573656569,0.9139512112620445,0.8923149956777267,0.9088416938764908,0.010450191412685456,3
1.92311749458313,0.08349214501708013,0.18466804027557374,0.015388769932167506,True,balanced,40,sqrt,4,10,600,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced'), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 600)])",0.9234551065568228,0.9012420911258805,0.9169205046704471,0.9124313862274417,0.9117937206666581,0.897627803969004,0.9105729638896843,0.8951032923652438,0.9077105539262819,0.8925344870953237,0.9069391910492788,0.009521947955313106,9
2.0091509103775023,0.06514060858514652,0.1327661991119385,0.01710028819289454,False,balanced_subsample,30,auto,2,10,400,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced_subsample'), ('max_depth', 30), ('max_features', 'auto'), ('min_samples_leaf', 2), ('min_samples_split', 10), ('n_estimators', 400)])",0.9231989621166298,0.8980920103540243,0.9138896119131303,0.9089729209900541,0.9053331476367156,0.8944541582343891,0.9115760205248749,0.895574568021715,0.9118035895739829,0.8965485666903572,0.9059443556055873,0.009088112592971249,13
0.5071159124374389,0.028157406148104844,0.036785221099853514,0.0031009856636157783,False,balanced,50,auto,2,5,100,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced'), ('max_depth', 50), ('max_features', 'auto'), ('min_samples_leaf', 2), ('min_samples_split', 5), ('n_estimators', 100)])",0.9241574999128072,0.9013318331062824,0.9160014225821651,0.9016502069561653,0.9054000868735856,0.8893109194108467,0.9093094329857829,0.8934078650285785,0.9129379646470706,0.8883074450685259,0.9041814676571811,0.01116658636086809,18
0.3922675132751465,0.0254670413936362,0.03700101375579834,0.0029330031311051437,True,balanced_subsample,40,sqrt,1,5,100,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced_subsample'), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 5), ('n_estimators', 100)])",0.9263156808322636,0.9012483856223961,0.9149366286068037,0.9121704549637537,0.9095637015153216,0.8923619171600915,0.9157852656632796,0.8983779474516626,0.9137713818866827,0.8902586045243934,0.907478996822665,0.010918326544439751,8
0.3858308792114258,0.05968373259160058,0.03799893856048584,0.004311729743088197,True,balanced_subsample,30,sqrt,4,2,100,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced_subsample'), ('max_depth', 30), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 2), ('n_estimators', 100)])",0.9232751756462413,0.8990677260726785,0.9159607966069646,0.9080953303900676,0.9074847490313773,0.8987581500428778,0.9104089046821421,0.8951078285156324,0.9106796610862226,0.8892155374449993,0.9058053859519204,0.009726568610741032,15
0.5030542373657226,0.02888493216343686,0.035343384742736815,0.006173814482747421,False,balanced_subsample,20,sqrt,4,10,100,"OrderedDict([('bootstrap', False), ('class_weight', 'balanced_subsample'), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 10), ('n_estimators', 100)])",0.9180057336245708,0.9022586268060739,0.9159828390516255,0.9071431308080029,0.9095165987133887,0.9007320922674658,0.9106497121020243,0.8943383412315129,0.9139402074379032,0.889209623110507,0.9061776905153074,0.00895253413355648,11
1.5450165748596192,0.11779935619536458,0.12206454277038574,0.008298742432973277,True,balanced_subsample,30,sqrt,1,10,400,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced_subsample'), ('max_depth', 30), ('max_features', 'sqrt'), ('min_samples_leaf', 1), ('min_samples_split', 10), ('n_estimators', 400)])",0.9252715186237266,0.900133792103242,0.9241958409202394,0.9133063355297295,0.9116089172666055,0.8955423953113771,0.9126190924215456,0.9024916211150209,0.9118908743289659,0.8934874467378984,0.9090547834358352,0.010417134526975312,1
0.7933279752731324,0.0620183115729542,0.06936547756195069,0.007447386503640893,True,balanced_subsample,40,sqrt,2,10,200,"OrderedDict([('bootstrap', True), ('class_weight', 'balanced_subsample'), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 2), ('min_samples_split', 10), ('n_estimators', 200)])",0.9253439272971736,0.89908161970755,0.9212413886925362,0.911208501564085,0.9127416692026626,0.8977047777164114,0.9145917373983543,0.8983339795778583,0.9108845559173628,0.8955578527278084,0.9086690009801803,0.009949815213452683,4
